vin,year,model,color,miles,trim,price,interior,features,country,currency,availability,sold_date
5YJYGAEEXMF159365,2021,my,SILVER,16901,Model Y Long Range Dual Motor All-Wheel Drive,77600,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/31/2022
5YJ3E1EC5NF248003,2022,m3,BLACK,1958,Model 3 Performance Dual Motor All-Wheel Drive,74400,PREMIUM_BLACK,Solid Black Paint;20’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/9/2022
5YJYGDEE5LF052336,2020,my,RED,31250,Model Y Long Range All-Wheel Drive,72500,PREMIUM_BLACK,Red Multi-Coat Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/9/2022
5YJ3E1EB4KF214086,2019,m3,BLUE,25975,Model 3 Long Range All-Wheel Drive Performance,59000,PREMIUM_WHITE,Deep Blue Metallic Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/9/2022
5YJ3E1EB1JF081897,2018,m3,WHITE,79702,Model 3 Long Range All-Wheel Drive Performance,49200,PREMIUM_WHITE,Pearl White Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/9/2022
5YJ3E1EB5KF425541,2019,m3,GRAY,27939,Model 3 Long Range All-Wheel Drive Performance,58900,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/9/2022
5YJ3E1EB1KF469634,2019,m3,GRAY,6627,Model 3 Long Range All-Wheel Drive Performance,58300,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/9/2022
5YJ3E1EB2KF513933,2019,m3,WHITE,39304,Model 3 Long Range All-Wheel Drive Performance,54700,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/9/2022
5YJ3E1EB0KF392609,2019,m3,BLACK,35920,Model 3 Long Range All-Wheel Drive Performance,54600,PREMIUM_BLACK,Solid Black Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/9/2022
5YJ3E1ECXLF811723,2020,m3,GRAY,21546,Model 3 Long Range All-Wheel Drive Performance,60700,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/9/2022
5YJ3E1EB4KF393407,2019,m3,GRAY,31623,Model 3 Long Range All-Wheel Drive Performance,57600,PREMIUM_WHITE,Midnight Silver Metallic Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/9/2022
5YJXCBE24HF051073,2017,mx,BLUE,54815,90D All-Wheel Drive,81000,WHITE,"Deep Blue Metallic Paint;20"" Silver Wheels;White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;HEPA Air Filtration System;Keyless Entry;Power Liftgate;Six Seat Interior;Dark Ash Wood Décor;Black Headliner;",US,USD,sold,8/9/2022
5YJXCBE24LF301999,2020,mx,WHITE,25367,Model X Long Range Plus All-Wheel Drive,119400,CREAM,"Pearl White Multi-Coat;22"" Onyx Black Wheels;Cream Premium Interior with Oak Wood Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;",US,USD,available,8/9/2022
5YJ3E1EB0JF083334,2018,m3,SILVER,29298,Model 3 Long Range All-Wheel Drive Performance,58600,PREMIUM_BLACK,Silver Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/9/2022
5YJYGDEE7MF069768,2021,my,BLUE,26551,Model Y Long Range All-Wheel Drive,73400,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/9/2022
5YJ3E1ECXLF784572,2020,m3,WHITE,16494,Model 3 Long Range All-Wheel Drive Performance,60200,PREMIUM_BLACK,Pearl White Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/9/2022
5YJYGDEE2MF077566,2021,my,WHITE,11885,Model Y Long Range All-Wheel Drive,73500,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/9/2022
5YJXCDE41KF185446,2019,mx,BLUE,40123,Model X Performance All-Wheel Drive,90300,BLACK,"Deep Blue Metallic;22"" Onyx Black Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,sold,8/9/2022
5YJYGDEE8LF042805,2020,my,SILVER,8230,Model Y Long Range All-Wheel Drive,71900,PREMIUM_WHITE,Midnight Silver Metallic Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/9/2022
5YJXCAE22KF198414,2019,mx,WHITE,22584,Model X Long Range All-Wheel Drive,104100,WHITE,"Pearl White Multi-Coat;20"" Silver Wheels;Black and White Premium Interior with Dark Ash Wood Décor;Full Self-Driving Capability;Seven Seat Interior;Infotainment Upgrade;",US,USD,sold,8/8/2022
5YJXCBE44LF231227,2020,mx,WHITE,34374,Model X Performance All-Wheel Drive,102600,WHITE,"Pearl White Multi-Coat;20"" Silver Wheels;Black and White Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Ludicrous Mode;Six Seat Interior;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJYGDEE4MF293628,2021,my,WHITE,19252,Model Y Long Range Dual Motor All-Wheel Drive,72700,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/8/2022
5YJYGDEE3MF077446,2021,my,BLUE,23430,Model Y Long Range All-Wheel Drive,73500,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/8/2022
5YJ3E1EB5JF073656,2018,m3,GRAY,69351,Model 3 Long Range All-Wheel Drive Performance,50000,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/8/2022
5YJYGDEE4MF186093,2021,my,WHITE,12801,Model Y Long Range Dual Motor All-Wheel Drive,74000,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/8/2022
5YJ3E1EB6KF429498,2019,m3,WHITE,19243,Model 3 Long Range All-Wheel Drive Performance,56900,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/8/2022
5YJYGAEEXMF172780,2021,my,BLUE,9583,Model Y Long Range All-Wheel Drive,76900,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/8/2022
5YJXCAE22HF060302,2017,mx,BLUE,22703,100D Long Range All-Wheel Drive,88400,CREAM,"Deep Blue Metallic Paint;20"" Silver Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Seven Seat Interior;Figured Ash Wood Décor;Light Headliner;",US,USD,sold,8/8/2022
5YJXCDE20KF195724,2019,mx,WHITE,28483,Model X Long Range All-Wheel Drive,97400,BLACK,"Pearl White Multi-Coat;20"" Silver Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJXCAE40JF128104,2018,mx,BLACK,31115,100D Ludicrous Performance All-Wheel Drive,93900,BLACK,"Solid Black Paint;22"" Onyx Black Wheels;All Black Premium Interior;Autopilot;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Seven Seat Interior;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/8/2022
5YJSA1E27JF254636,2018,ms,WHITE,30711,75D All-Wheel Drive,60700,CREAM,"Pearl White Multi-Coat Paint;19"" Silver Slipstream Wheels;Cream Premium Interior;Autopilot;Smart Air Suspension;Glass Roof;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Figured Ash Wood Décor;Light Headliner;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJ3E1EB9KF393564,2019,m3,BLUE,50694,Model 3 Long Range All-Wheel Drive Performance,54400,PREMIUM_WHITE,Deep Blue Metallic Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/8/2022
5YJ3E1EB0KF413636,2019,m3,WHITE,16410,Model 3 Long Range All-Wheel Drive Performance,55600,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/8/2022
5YJXCBE26JF139533,2018,mx,GREY,46321,100D Long Range All-Wheel Drive,79800,CREAM,"Midnight Silver Metallic Paint;20"" Silver Wheels;Cream Premium Interior;Autopilot;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Six Seat Interior with Center Console;Oak Décor;Light Headliner;Infotainment Upgrade;",US,USD,sold,8/8/2022
5YJXCBE41GF018130,2016,mx,BLACK,29794,100D Ludicrous Performance All-Wheel Drive,81300,BLACK,"Obsidian Black Metallic Paint;22"" Silver Turbine Wheels;Black Leather Seats;Autopilot with convenience features;Smart Air Suspension;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Red Brake Calipers;Six Seat Interior;Dark Ash Wood Décor;Black Headliner;",US,USD,available,8/8/2022
5YJYGAEE7MF192131,2021,my,WHITE,9306,Model Y Long Range Dual Motor All-Wheel Drive,81500,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Acceleration Boost;,US,USD,sold,8/8/2022
5YJXCAE27JF133850,2018,mx,BLACK,40403,75D All-Wheel Drive,84600,BLACK_TEXTILE,"Solid Black Paint;20"" Silver Wheels;Black Textile Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Seven Seat Interior;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJYGDEE6MF121195,2021,my,SILVER,32115,Model Y Long Range All-Wheel Drive,75900,PREMIUM_WHITE,Midnight Silver Metallic Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,sold,8/8/2022
5YJXCAE47KF182047,2019,mx,WHITE,12082,Model X Performance All-Wheel Drive,109600,BLACK,"Pearl White Multi-Coat;22"" Onyx Black Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Ludicrous Mode;Seven Seat Interior;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJ3E1EB1LF735669,2020,m3,WHITE,17600,Model 3 Long Range All-Wheel Drive,62600,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/8/2022
7SAYGDEE8NF454261,2022,my,WHITE,61,Model Y Long Range Dual Motor All-Wheel Drive,78400,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/8/2022
5YJ3E1EC2LF602959,2020,m3,GRAY,10633,Model 3 Long Range All-Wheel Drive Performance,67600,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/8/2022
5YJSA1E40JF257685,2018,ms,BLACK,54348,100D Ludicrous Performance All-Wheel Drive,85800,BLACK,"Obsidian Black Metallic Paint;21"" Sonic Carbon Twin Turbine Wheels;Black Premium Interior;Full Self-Driving Capability;Carbon Fiber Spoiler;Smart Air Suspension;Glass Roof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Red Brake Calipers;GPS Enabled Homelink;Figured Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJSA1E68MF434084,2021,ms,GREY,8121,Model S Plaid,126300,BLACK,"Midnight Silver Metallic;21"" Arachnid Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/8/2022
5YJXCBE27HF077991,2017,mx,WHITE,39667,100D Long Range All-Wheel Drive,84400,CREAM,"Pearl White Multi-Coat Paint;20"" Silver Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Six Seat Interior;Figured Ash Wood Décor;Light Headliner;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJXCBE28JF136150,2018,mx,BLACK,52214,100D Long Range All-Wheel Drive,92100,WHITE,"Solid Black Paint;20"" Silver Wheels;Black and White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Six Seat Interior with Center Console;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/8/2022
5YJXCAE2XKF182820,2019,mx,WHITE,22286,Model X Standard Range All-Wheel Drive,93600,BLACK,"Pearl White Multi-Coat;22"" Onyx Black Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Seven Seat Interior;Infotainment Upgrade;",US,USD,available,8/8/2022
5YJ3E1EA1JF030374,2018,m3,BLACK,38283,Model 3 Long Range Rear-Wheel Drive,48100,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB2KF364956,2019,m3,BLUE,36069,Model 3 Long Range All-Wheel Drive,51900,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB8KF454628,2019,m3,BLUE,13723,Model 3 Long Range All-Wheel Drive,53700,PREMIUM_WHITE,Deep Blue Metallic Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB6JF100699,2018,m3,RED,22102,Model 3 Long Range All-Wheel Drive,50100,PREMIUM_WHITE,Red Multi-Coat Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJXCAE22LF236001,2020,mx,GREY,27757,Model X Long Range All-Wheel Drive,111000,BLACK,"Midnight Silver Metallic;22"" Onyx Black Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Seven Seat Interior;Infotainment Upgrade;",US,USD,sold,8/7/2022
5YJ3E1EB3KF494020,2019,m3,WHITE,26333,Model 3 Long Range All-Wheel Drive,51600,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB1JF086758,2018,m3,BLACK,23205,Model 3 Long Range All-Wheel Drive,49800,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EBXJF054116,2018,m3,BLUE,22869,Model 3 Long Range All-Wheel Drive,50000,PREMIUM_BLACK,Deep Blue Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB8KF387237,2019,m3,RED,32090,Model 3 Long Range All-Wheel Drive,50600,PREMIUM_BLACK,Red Multi-Coat Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB8KF389747,2019,m3,RED,31397,Model 3 Long Range All-Wheel Drive,52900,PREMIUM_BLACK,Red Multi-Coat Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB2KF390294,2019,m3,WHITE,33048,Model 3 Long Range All-Wheel Drive,52800,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB1KF442045,2019,m3,GRAY,29816,Model 3 Long Range All-Wheel Drive,53100,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB1KF406923,2019,m3,RED,22233,Model 3 Long Range All-Wheel Drive,53800,PREMIUM_WHITE,Red Multi-Coat Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB9JF074759,2018,m3,RED,23937,Model 3 Long Range All-Wheel Drive Performance,53700,PREMIUM_WHITE,Red Multi-Coat Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EA1LF504505,2020,m3,WHITE,19485,Model 3 Standard Range Plus Rear-Wheel Drive,54700,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJXCBE2XMF310921,2021,mx,WHITE,15448,Model X Long Range Plus All-Wheel Drive,114300,CREAM,"Pearl White Multi-Coat;22"" Onyx Black Wheels;Cream Premium Interior with Oak Wood Décor;Full Self-Driving Capability;Six Seat Interior;Infotainment Upgrade;",US,USD,available,8/7/2022
5YJ3E1EB1KF514376,2019,m3,WHITE,29770,Model 3 Long Range All-Wheel Drive Performance,55600,PREMIUM_WHITE,Pearl White Paint;20’’ Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB5KF452013,2019,m3,GRAY,56747,Model 3 Long Range All-Wheel Drive,48200,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EA8JF044451,2018,m3,WHITE,22387,Model 3 Long Range Rear-Wheel Drive,58200,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EBXJF100754,2018,m3,RED,14013,Model 3 Long Range All-Wheel Drive,51000,PREMIUM_WHITE,Red Multi-Coat Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EA7KF416895,2019,m3,BLACK,43770,Model 3 Standard Range Plus Rear-Wheel Drive,47700,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB1KF406906,2019,m3,RED,35562,Model 3 Long Range All-Wheel Drive,51800,PREMIUM_WHITE,Red Multi-Coat Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB4KF388384,2019,m3,WHITE,26531,Model 3 Long Range All-Wheel Drive,54000,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB3KF392216,2019,m3,WHITE,27210,Model 3 Long Range All-Wheel Drive,52500,PREMIUM_WHITE,Pearl White Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EA8KF400382,2019,m3,GRAY,32935,Model 3 Standard Range Plus Rear-Wheel Drive,54000,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB3KF454634,2019,m3,BLUE,25410,Model 3 Long Range All-Wheel Drive,53100,PREMIUM_WHITE,Deep Blue Metallic Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJYGDEF9LF027903,2020,my,BLACK,35788,Model Y Long Range All-Wheel Drive Performance,73200,PREMIUM_BLACK,Solid Black Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/7/2022
5YJ3E1EB2LF640649,2020,m3,WHITE,23102,Model 3 Long Range All-Wheel Drive,53600,PREMIUM_WHITE,Pearl White Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB2JF088700,2018,m3,WHITE,10486,Model 3 Long Range All-Wheel Drive,51100,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB5KF388765,2019,m3,BLACK,17428,Model 3 Long Range All-Wheel Drive,54000,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB4KF193921,2019,m3,RED,23424,Model 3 Long Range All-Wheel Drive,52400,PREMIUM_BLACK,Red Multi-Coat Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EBXJF122513,2018,m3,WHITE,17588,Model 3 Long Range All-Wheel Drive,54500,PREMIUM_WHITE,Pearl White Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB0LF783325,2020,m3,GRAY,21900,Model 3 Long Range All-Wheel Drive,55200,PREMIUM_WHITE,Midnight Silver Metallic Paint;19’’ Sport Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EB0LF711508,2020,m3,WHITE,18458,Model 3 Long Range All-Wheel Drive,55200,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EA9LF597337,2020,m3,BLUE,28834,Model 3 Standard Range Plus Rear-Wheel Drive,48700,PREMIUM_BLACK,Deep Blue Metallic Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EA3LF659573,2020,m3,WHITE,7224,Model 3 Standard Range Plus Rear-Wheel Drive,56000,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB7JF112344,2018,m3,SILVER,53086,Model 3 Long Range All-Wheel Drive,49000,PREMIUM_BLACK,Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
5YJ3E1EC9LF603378,2020,m3,GRAY,34501,Model 3 Long Range All-Wheel Drive Performance,56400,PREMIUM_WHITE,Midnight Silver Metallic Paint;20’’ Gray Performance Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/7/2022
5YJ3E1EB7KF390887,2019,m3,RED,30184,Model 3 Long Range All-Wheel Drive,51100,PREMIUM_WHITE,Red Multi-Coat Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/7/2022
